# 生成工具 https://github.com/whitewatercn/rimetool
# 生成时间 2025-02-18_11-10-13
---
'a'wei 阿魏
'han'shi'yu'yu'zheng 寒湿瘀郁证
'han'shi'yu'zhi'zheng 寒湿瘀滞证
'han'shi'yun'fu'zheng 寒湿蕴肤证
'han'shi'zheng 寒实证
'han'shi'zheng 寒湿证
'han'shi'zu'e'zheng 寒实阻遏证
'han'shi'zu'luo'zheng 寒湿阻络证
'han'shi'zu'zhi'zheng 寒湿阻滞证
'han'shui 寒水
'han'shui'shang'fan'zheng 寒水上泛证
'han'shui'shi 寒水石
'han'tan'zheng 寒痰证
'han'tan'zu'fei'zheng 寒痰阻肺证
'han'tao'ye 汉桃叶
'han'tong'zheng 寒痛证
'han'wei'xin'ye 汗为心液
'han'xia 寒下
'han'xie 寒邪
'han'xie'fan'fei'zhuo'yin'shang'ni'zheng 寒邪犯肺浊阴上逆证
'han'xie'fan'wei'zheng 寒邪犯胃证
'han'xie'ke'wei'zheng 寒邪客胃证
'han'xie'nei'ji'zheng 寒邪内积证
'han'xie'nei'zu'zheng 寒邪内阻证
'han'xie'ning'gu'zheng 寒邪凝固证
'han'xie'pian'sheng'zheng 寒邪偏盛证
'han'xie'wai'gan'zheng 寒邪外感证
'han'xie'zhi'zhong'zheng 寒邪直中证
'han'yao 悍药
'han'yao'liang'lie'jian'bie'fa 汉药良劣鉴别法
'han'yi 汉医
'han'yi'jiang'yi'lu 汉医讲义录
'han'yin'fu'fei'zheng 寒饮伏肺证
'han'yin'she'fei'zheng 寒饮射肺证
'han'yin'ting'fei'zheng 寒饮停肺证
'han'zheng 寒证
'han'zhi'chang'wei'zheng 寒滞肠胃证
'han'zhi'gan'mai'zheng 寒滞肝脉证
'han'zhi'jing'luo'zheng 寒滞经络证
'han'zhong'fang'ji 汉中防己
'hang'bai'ju 杭白菊
'hang'sang'yan 颃颡岩
'hang'shui 行水
'hao'ben 蒿本
'hao'chong 号虫
'hao'ke 蚝壳
'hao'qin'qing'dan'tang 蒿芩清胆汤
'hao'ran'zi 浩然子
'hao'tong'cao 号筒草
'hao'tong'gan 号筒杆
'he'bao'cao 荷包草
'he'bao'hua 荷苞花
'he'bao'hua'gen 荷苞花根
'he'bi 荷鼻
'he'bing 合病
'he'cao'fen 鹤草酚
'he'cao'ya 鹤草芽
'he'di 荷蒂
'he'fa 和法
'he'geng 荷梗
'he'gu 核骨
'he'hua 荷花
'he'hua'ding'xiang 荷花丁香
'he'huan 合欢
'he'huan'hua 合欢花
'he'huan'pi 合欢皮
'he'lian'cao 禾镰草
'he'liao 禾髎
'he'meng 合萌
'he'qian'xuan 荷钱癣
'he'que'she 禾雀舌
'he'shi 鹤虱
'he'shou'wu 何首乌
'he'tao'chong 核桃虫
'he'tao'qiu'guo 核桃楸果
'he'tao'qiu'pi 核桃楸皮
'he'tao'ren 核桃仁
'he'tao'zhi 核桃痔
'he'wei 和胃
'he'wen 核瘟
'he'xi 鹤膝
'he'xia'yong'bing 颌下痈病
'he'xue 和血
'he'ye 荷叶
'he'ye'di 荷叶蒂
'he'ye'wan 荷叶丸
'he'zi 诃子
'he'zi'rou 诃子肉
'hei'cai 黑菜
'hei'chou 黑丑
'hei'dan 黑疸
'hei'feng'teng 黑风藤
'hei'lao'hu'gen 黑老虎根
'hei'shun'pian 黑顺片
'hei'tai 黑苔
'hei'xi 黑锡
'hei'zhi'ma 黑芝麻
'hei'zuan 黑钻
'heng'gu 胻骨
'heng'gu'shang 胻骨伤
'heng'ju'qing'lan 胻疽青烂
'heng'mao 胻毛
'hong'ban'xing 红斑型
'hong'da'ji 红大戟
'hong'dou'kou 红豆蔻
'hong'fen 红粉
'hong'gan 烘干
'hong'gen 红根
'hong'gen'cao 红根草
'hong'guan'yao 红管药
'hong'hu'die'chuang'bing 红蝴蝶疮病
'hong'hua 红花
'hong'jiang'she 红绛舌
'hong'lian 洪连
'hong'mao'qi 红毛七
'hong'mao'wu'jia'pi 红毛五加皮
'hong'qiao 虹桥
'hong'she 红舌
'hong'shen 红参
'hong'sheng 红升
'hong'si'ding'bing 红丝疔病
'hong'tang 红糖
'hong'teng 红藤
'hong'tou'cao 红头草
'hong'yao'zi 红药子
'hou'bi 喉痹
'hou'bi'bing 喉痹病
'hou'bing 喉病
'hou'di 喉底
'hou'guan 喉关
'hou'guan'yong'bing 喉关痈病
'hou'jun'bing 喉菌病
'hou'liu'bing 喉瘤病
'hou'long'cao 喉咙草
'hou'po'wen'zhong'tang 厚朴温中汤
'hou'pu 厚朴
'hou'pu'hua 厚朴花
'hou'qi 候气
'hou'qi 后期
'hou'shi 候时
'hou'tai 候胎
'hou'tai 厚苔
'hou'tou 猴头
'hou'xian'fa 候痫法
'hou'xuan'bing 喉癣病
'hou'yin 后阴
'hou'yong 喉痈
'hou'yong'bing 喉痈病
'hou'zao 猴枣
'hu'ci 虎刺
'hu'er'cao 虎耳草
'hu'gan'pian 护肝片
'hu'gu 虎骨
'hu'huang'lian 胡黄连
'hu'huo'bing 狐惑病
'hu'ji'sheng 槲寄生
'hu'jiao 胡椒
'hu'lu 壶卢
'hu'lu 葫芦
'hu'lu'ba 葫芦巴
'hu'lu'cha 葫芦茶
'hu'lu'zi 壶卢子
'hu'po 琥珀
'hu'shan'bing 狐疝病
'hu'sui 胡荽
'hu'tao 胡桃
'hu'weng 壶翁
'hu'zhang 虎仗
'hu'zhang 虎杖
'hu'zhang'cao 虎掌草
'hua'bing'lang 花槟榔
'hua'bo'tai 花剥苔
'hua'chong'wan 化虫丸
'hua'gai'san 华盖散
'hua'jiao 花椒
'hua'jing 滑精
'hua'jing'bing 滑精病
'hua'ju'hong 化橘红
'hua'mu'pi 桦木皮
'hua'pi 化痞
'hua'pi 桦皮
'hua'pi'san 桦皮散
'hua'rui'shi 花蕊石
'hua'shan'can 华山参
'hua'shi 滑石
'hua'shu'pi 桦树皮
'hua'tai 滑胎
'hua'tai 滑苔
'hua'tai'bing 滑胎病
'hua'yi'bai'xian'bing 花翳白陷病
'hua'yu 化瘀
'huai'hua 槐花
'huai'hua'mi 槐花米
'huai'hua'san 槐花散
'huai'jiao 槐角
'huai'mi 槐米
'huai'niu'xi 怀牛膝
'huai'shan'yao 淮山药
'huai'shi 槐实
'huan'gu'dan 换骨丹
'huan'ji'san 换肌散
'huan'ji'xiao'du'san 换肌消毒散
'huan'jie'qi 缓解期
'huan'shui 换睡
'huan'tiao'ju'bing 环跳疽病
'huan'tui'wan 换腿丸
'huan'you 獾油
'huang'bai 黄柏
'huang'dan 黄丹
'huang'dan 黄疸
'huang'dan'bing 黄疸病
'huang'du 黄独
'huang'er'shang'han'bing 黄耳伤寒病
'huang'gua 黄瓜
'huang'hu 恍惚
'huang'jing 黄精
'huang'jing'zi 黄荆子
'huang'la 黄蜡
'huang'lian 黄连
'huang'lian'jie'du'tang 黄连解毒汤
'huang'lian'su 黄连素
'huang'lian'tang 黄连汤
'huang'ling'hua'shi'tang 黄苓滑石汤
'huang'ling'tang 黄苓汤
'huang'long'tang 黄龙汤
'huang'lu 黄栌
'huang'nie 黄蘖
'huang'pang'bing 黄胖病
'huang'qi 黄杞
'huang'qi 黄芪
'huang'qi'gui'zhi'wu'wu'tang 黄芪桂枝五物汤
'huang'qi'jian'zhong'tang 黄芪建中汤
'huang'qin 黄芩
'huang'shui'chuang'bing 黄水疮病
'huang'tai 黄苔
'huang'teng 黄藤
'huang'tu'tang 黄土汤
'huang'xuan 黄宣
'huang'yao'zi 黄药子
'huang'ye'shang'chong'bing 黄液上冲病
'huang'yuan'hua 黄芫花
'hui'an 晦暗
'hui'chen 恚嗔
'hui'chong'shang'rao'zheng 蛔虫上扰证
'hui'fu'qi 恢复期
'hui'ge 恚膈
'hui'hui'lai 回回来
'hui'ji'jing'yan'fang 汇集经验方
'hui'jue 蛔厥
'hui'jue'zheng 蛔厥证
'hui'kan'jing'yan'fang 汇刊经验方
'hui'ke'jing'yan'liang'fang 汇刻经验良方
'hui'nong'qi 溃脓期
'hui'qi 恚气
'hui'tai 灰苔
'hui'tong'pai 汇通派
'hui'xiang 茴香
'hui'yang 回阳
'hui'yang'jiu'ji'tang 回阳救急汤
'hui'yang'jiu'ni 回阳救逆
'hui'zhi'zhi'jia'bing 灰指趾甲病
'hun'jing'zhang'bing 混睛障病
'hun'jue 昏厥
'hun'kui'qi 昏溃期
'hun'mi'bing 昏迷病
'huo'chi'chuang'bing 火赤疮病
'huo'du'chi'sheng'qi'xue'ning'jie'zheng 火毒炽盛气血凝结证
'huo'du'chi'sheng're'ru'ying'xue'zheng 火毒炽盛热入营血证
'huo'du'chi'sheng'zheng 火毒炽盛证
'huo'du'chuan'fei'zheng 火毒传肺证
'huo'du'chuan'gan'zheng 火毒传肝证
'huo'du'chuan'pi'zheng 火毒传脾证
'huo'du'chuan'shen'zheng 火毒传肾证
'huo'du'chuan'xin'zheng 火毒传心证
'huo'du'cuan'luo'zheng 火毒窜络证
'huo'du'gong'mu'zheng 火毒攻目证
'huo'du'kun'jie'zheng 火毒困结证
'huo'du'nei'gong'zheng 火毒内攻证
'huo'du'nei'xian'zheng 火毒内陷证
'huo'du'ning'jie'zheng 火毒凝结证
'huo'du'po'xue'zheng 火毒迫血证
'huo'du'ru'luo'zheng 火毒入络证
'huo'du'ru'ying'zheng 火毒入营证
'huo'du'shang'gong'zheng 火毒上攻证
'huo'du'shang'jin'zheng 火毒伤津证
'huo'du'shang'yin'zheng 火毒伤阴证
'huo'du'wai'xie'zheng 火毒外泄证
'huo'du'yong'sheng'zheng 火毒壅盛证
'huo'du'yu'jie'zheng 火毒郁结证
'huo'du'yun'jie'zheng 火毒蕴结证
'huo'du'zheng 火毒证
'huo'gan'bing 火疳病
'huo'luan 霍乱
'huo'luan'zhuan'jin 霍乱转筋
'huo'luo'xiao'ling'tang 活络效灵汤
'huo'ma'ren 火麻仁
'huo'pei'lan 霍佩兰
'huo'pu'xia'ling'tang 霍朴夏苓汤
'huo're 火热
'huo're'chi'sheng'zheng 火热炽盛证
'huo're'rao'xin'zheng 火热扰心证
'huo're'shang'jin'zheng 火热伤津证
'huo're'shang'yin'zheng 火热伤阴证
'huo're'xie'du'yong'sheng'zheng 火热邪毒壅盛证
'huo'sheng'shang'yin'zheng 火盛伤阴证
'huo'tan 豁痰
'huo'tan'mu 火炭母
'huo'xiang 藿香
'huo'xiang'zheng'qi'san 藿香正气散
'huo'xie 火邪
'huo'xie'yu'jie'zheng 火邪郁结证
'huo'xue 活血
'huo'xue'hua'yu 活血化瘀
'huo'xue'qu'yu 活血祛瘀
'huo'xue'tong'jing 活血通经
'huo'xue'xing'yu 活血行瘀
'ji'bao'ke'sou 饥饱咳嗽
'ji'bei'qiang 脊背强
'ji'bei'wu'xue 脊背五穴
'ji'bi 肌痹
'ji'bi 脊痹
'ji'bi'bing 肌痹病
'ji'bing 疾病
'ji'bing 积病
'ji'bing 继病
'ji'bing'fang'bian 既病防变
'ji'bu'neng'shi 饥不能食
'ji'bu'yu'shi 饥不欲食
'ji'cai 荠菜
'ji'cao 荠草
'ji'chuan'jian 济川煎
'ji'er'xu'ze'xu 疾而徐则虚
'ji'fa 击法
'ji'fa 疾法
'ji'fen'tai 积粉苔
'ji'feng'bing 急风病
'ji'feng'leng'sou 积风冷嗽
'ji'fu'jia'cuo 肌肤甲错
'ji'gan 脊疳
'ji'gu 脊骨
'ji'gu'cao 鸡骨草
'ji'guan'hua 鸡冠花
'ji'han'xie'xie 积寒泄泻
'ji'hong 继洪
'ji'hou'bi'bing 急喉痹病
'ji'hou'bing 急喉病
'ji'hou'feng'bing 急喉风病
'ji'huang 急黄
'ji'huang'bing 急黄病
'ji'jie'xie 积结泻
'ji'jin 积筋
'ji'jing 激经
'ji'jing 积精
'ji'jing'feng 急惊风
'ji'jing'feng'bing 急惊风病
'ji'ju 积聚
'ji'ju'bing 积聚病
'ji'kuai 积块
'ji'kuai'wan 积块丸
'ji'leng'wei'wan'tong 积冷胃脘痛
'ji'li 积痢
'ji'li 蒺藜
'ji'liang'gu 脊梁骨
'ji'mai 疾脉
'ji'mu'ye 檵木叶
'ji'nei'jin 鸡内金
'ji'nei'yu 脊内俞
'ji'nian'fei'qi 积年肺气
'ji'nian'yao'tong 积年腰痛
'ji'pang 脊旁
'ji'pu 击仆
'ji'qiang 脊强
'ji're 积热
'ji're'bian'xie 积热便血
'ji're'hou'yong 积热喉痈
'ji're'jing'feng 急热惊风
'ji're'ke'sou 积热咳嗽
'ji're'san'xiao 积热三消
'ji're'wei'wan'tong 积热胃脘痛
'ji're'xiao'she 积热小舌
'ji're'xie'xie 积热泄泻
'ji'ru'e'bing 急乳蛾病
'ji'ruo'yu'lin 肌若鱼鳞
'ji'san'xue 脊三穴
'ji'shan 饥疝
'ji'shang 饥伤
'ji'shi'bing 济湿病
'ji'shi'teng 鸡矢藤
'ji'shui 积水
'ji'si 及巳
'ji'sou 积嗽
'ji'su'san 鸡苏散
'ji'sui'sun'shang 脊髓损伤
'ji'tan'tian'gu 击探天鼓
'ji'tian'gu 击天鼓
'ji'tian'qing 击天磬
'ji'tong 积痛
'ji'tong 脊痛
'ji'tou 鸡头
'ji'tu 积吐
'ji'wei 肌痿
'ji'xia'cun'yin 急下存阴
'ji'xiang'cao 吉祥草
'ji'xie 积泻
'ji'xin'tong 积心痛
'ji'xing'shen'shuai 急性肾衰
'ji'xing'zi 急性子
'ji'xiong 鸡胸
'ji'xue'cao 积雪草
'ji'xue'teng 鸡血藤
'ji'yang'guan 脊阳关
'ji'yi 疾医
'ji'yin 积饮
'ji'yu 脊俞
'ji'yu'hua're'zheng 积瘀化热证
'ji'yu'xie 积瘀泄
'ji'zheng'dao'han 积症盗汗
'ji'zhi 积滞
'ji'zhi'bing 积滞病
'ji'zhi'shang'wei'zheng 积滞伤胃证
'ji'zhi'tang'yi'an 继志堂医案
'ji'zhi'tu 积滞吐
'ji'zhi'xie'xie 积滞泄泻
'ji'zhong 脊中
'ji'zhu'ce'tu'zheng 脊柱侧凸症
'ji'zhu'gu 脊柱骨
'ji'zhu'xuan'zhuan'fu'wei'fa 脊柱旋转复位法
'ji'zhui'fa 脊椎法
'jia'bing 痂病
'jia'bing 瘕病
'jia'bo'li'yi'xue'li'zhong'si 甲波利医学利众寺
'jia'can 贾粲
'jia'can'an'fei'sheng'hua'tang 加参安肺生化汤
'jia'can'sheng'hua'tang 加参生化汤
'jia'chuan'he'zhong'wan 家传和中丸
'jia'chuan'yi'mi 家传医秘
'jia'chuan'you'ke'fa'hui'mi'fang 家传幼科发挥秘方
'jia'dan 贾耽
'jia'huo'dan 家火丹
'jia'ji'hua'tu 甲己化土
'jia'ji'hua'tu'tang 甲己化土汤
'jia'jian'ba'wei'wan 加减八味丸
'jia'jian'bai'tong'tang 加减白通汤
'jia'jian'bai'zhu'gao 加减白术膏
'jia'jian'bu'jin'wan 加减补筋丸
'jia'jian'bu'xin'dan 加减补心丹
'jia'jian'bu'zhong'yi'qi'tang 加减补中益气汤
'jia'jian'chai'hu'tang 加减柴胡汤
'jia'jian'chong'he'tang 加减冲和汤
'jia'jian'da'chai'hu'tang 加减大柴胡汤
'jia'jian'da'jian'zhong'tang 加减大建中汤
'jia'jian'dang'gui'yin'zi 加减当归饮子
'jia'jian'di'er'fang 加减第二方
'jia'jian'di'huang'tang 加减地黄汤
'jia'jian'er'chen'tang 加减二陈汤
'jia'jian'fu'mai'tang 加减复脉汤
'jia'jian'ge'gen'tang 加减葛根汤
'jia'jian'gu'ben'wan 加减固本丸
'jia'jian'gui'pi'tang 加减归脾汤
'jia'jian'huang'qin'zhi'mu'tang 加减黄芩知母汤
'jia'jian'huo'xue'jie'du'tang 加减活血解毒汤
'jia'jian'jin'ling'zi'san 加减金铃子散
'jia'jian'liu'jun'tang 加减六君汤
'jia'jian'liu'wei'di'huang'wan 加减六味地黄丸
'jia'jian'ma'xing'gan'shi'tang 加减麻杏甘石汤
'jia'jian'mu'fang'ji'tang 加减木防己汤
'jia'jian'mu'xiang'san 加减木香散
'jia'jian'nei'gu'wan 加减内固丸
'jia'jian'ping'wei'san 加减平胃散
'jia'jian'pu'ji'xiao'du'yin 加减普济消毒饮
'jia'jian'ren'shen'xie'xin'tang 加减人参泻心汤
'jia'jian'san'huang'er'xiang'san 加减三黄二香散
'jia'jian'san'huang'wan 加减三黄丸
'jia'jian'san'qi'tang 加减三奇汤
'jia'jian'sang'piao'xiao'san 加减桑螵蛸散
'jia'jian'shen'zhu'san 加减神术散
'jia'jian'sheng'di'huang'tang 加减生地黄汤
'jia'jian'sheng'hua'tang 加减生化汤
'jia'jian'sheng'ma'ge'gen'tang 加减升麻葛根汤
'jia'jian'sheng'mai'san 加减生脉散
'jia'jian'si'jun'zi'tang 加减四君子汤
'jia'jian'si'wu'tang 加减四物汤
'jia'jian'su'zi'tao'ren'tang 加减苏子桃仁汤
'jia'jian'tao'ren'cheng'qi'tang 加减桃仁承气汤
'jia'jian'wei'rui'tang 加减葳蕤汤
'jia'jian'wen'dan'tang 加减温胆汤
'jia'jian'wu'ling'san 加减五苓散
'jia'jian'xiao'chai'hu'tang 加减小柴胡汤
'jia'jian'xiao'yao'san 加减逍遥散
'jia'jian'xie'bai'san 加减泻白散
'jia'jian'yin'jian 加减阴煎
'jia'jian'yin'qiao'san 加减银翘散
'jia'jian'you'gui'yin 加减右归饮
'jia'jian'yu'nv'jian 加减玉女煎
'jia'jian'zhen'xin'dan 加减镇心丹
'jia'jian'zhi'zhu'tang 加减枳术汤
'jia'jian'zhu'jing'wan 加减驻景丸
'jia'jian'zi'jin'dan 加减紫金丹
'jia'jian'zuo'gui'yin 加减左归饮
'jia'jie'gu 甲介骨
'jia'jiu'ru 贾九如
'jia'jiu'zi'wan 家韭子丸
'jia'ju 甲疽
'jia'lai 痂癞
'jia'liao 家蓼
'jia'mi'chuan'lian'zhi'ke'tang 家秘川连枳壳汤
'jia'mi'dan'xing'tang 家秘胆星汤
'jia'mi'gan'shen'wan 家秘肝肾丸
'jia'mi'huang'qin'tang 家秘黄芩汤
'jia'mi'jia'wei'zhi'zhu'wan 家秘加味枳术丸
'jia'mi'mu'tong'qiang'huo'tang 家秘木通羌活汤
'jia'mi'qing'wei'tang 家秘清胃汤
'jia'mi'run'fei'yin 家秘润肺饮
'jia'mi'shen'zhu'tang 家秘神术汤
'jia'mi'tian'di'jian 家秘天地煎
'jia'mi'wen'fei'tang 家秘温肺汤
'jia'mi'wu'ji'tang 家秘戊己汤
'jia'mi'xiang'ru'yin 家秘香薷饮
'jia'mi'xiao'zhi'tang 家秘消滞汤
'jia'mi'xie'bai'san 家秘泻白散
'jia'mi'xie'huang'san 家秘泻黄散
'jia'mi'yang'pi'xiao'ji'wan 家秘养脾消积丸
'jia'mi'zhi'bai'tian'di'jian 家秘知柏天地煎
'jia'mi'zhi'ke'huang'lian'tang 家秘枳壳黄连汤
'jia'ming 贾铭
'jia'pei'lan 家佩兰
'jia'si'cheng 贾思诚
'jia'suo'xue 贾所学
'jia'wei'bai'du'san 加味败毒散
'jia'wei'bao'yuan'tang 加味保元汤
'jia'wei'bu'gan'san 加味补肝散
'jia'wei'bu'xue'tang 加味补血汤
'jia'wei'bu'yin'wan 加味补阴丸
'jia'wei'cang'bai'san 加味苍柏散
'jia'wei'chai'hu'tang 加味柴胡汤
'jia'wei'dao'tan'tang 加味导痰汤
'jia'wei'di'huang'tang 加味地黄汤
'jia'wei'di'huang'wan 加味地黄丸
'jia'wei'ding'zhi'wan 加味定志丸
'jia'wei'er'chen'tang 加味二陈汤
'jia'wei'er'miao'tang 加味二妙汤
'jia'wei'er'miao'wan 加味二妙丸
'jia'wei'er'mu'wan 加味二母丸
'jia'wei'fo'shou'san 加味佛手散
'jia'wei'fu'ling'tang 加味茯苓汤
'jia'wei'gan'ju'tang 加味甘桔汤
'jia'wei'gui'pi'wan 加味归脾丸
'jia'wei'gui'shao'tang 加味归芍汤
'jia'wei'gui'zong'tang 加味归宗汤
'jia'wei'hu'qian'wan 加味虎潜丸
'jia'wei'huai'jiao'wan 加味槐角丸
'jia'wei'huo'ming'san 加味活命散
'jia'wei'huo'xiang'san 加味藿香散
'jia'wei'jian'bu'hu'qian'wan 加味健步虎潜丸
'jia'wei'jian'zhong'tang 加味建中汤
'jia'wei'jiang'fu'tang 加味姜附汤
'jia'wei'jie'du'tang 加味解毒汤
'jia'wei'kan'li'wan 加味坎离丸
'jia'wei'kui'zi'fu'ling'san 加味葵子茯苓散
'jia'wei'kui'zi'san 加味葵子散
'jia'wei'lian'cao'tang 加味连草汤
'jia'wei'lian'li'wan 加味连理丸
'jia'wei'liang'ge'jian 加味凉膈煎
'jia'wei'liang'ge'san 加味凉膈散
'jia'wei'liu'jun'zi'tang 加味六君子汤
'jia'wei'liu'wei'di'huang'tang 加味六味地黄汤
'jia'wei'ma'huang'tang 加味麻黄汤
'jia'wei'ping'wei'san 加味平胃散
'jia'wei'qing'wei'san 加味清胃散
'jia'wei'qing'wei'tang 加味清胃汤
'jia'wei'qing'xin'yin 加味清心饮
'jia'wei'san'ao'tang 加味三拗汤
'jia'wei'san'xing'tang 加味三星汤
'jia'wei'shen'qi'wan 加味肾气丸
'jia'wei'shen're'tang 加味肾热汤
'jia'wei'shen'su'yin 加味参苏饮
'jia'wei'sheng'hua'tang 加味生化汤
'jia'wei'sheng'shi'tang 加味胜湿汤
'jia'wei'shi'quan'da'bu'tang 加味十全大补汤
'jia'wei'si'jin'wan 加味四斤丸
'jia'wei'si'ling'san 加味四苓散
'jia'wei'si'qi'tang 加味四七汤
'jia'wei'si'wu'tang 加味四物汤
'jia'wei'tai'yi'gao 加味太一膏
'jia'wei'tai'yi'gao 加味太乙膏
'jia'wei'tiao'zhong'yi'qi'tang 加味调中益气汤
'jia'wei'tong'xin'yin 加味通心饮
'jia'wei'wei'ling'tang 加味胃苓汤
'jia'wei'wen'dan'tang 加味温胆汤
'jia'wei'wu'bi'tang 加味五痹汤
'jia'wei'wu'ji'tang 加味戊己汤
'jia'wei'wu'yao'tang 加味乌药汤
'jia'wei'xiang'lian'wan 加味香连丸
'jia'wei'xiang'ru'yin 加味香薷饮
'jia'wei'xiang'su'san 加味香苏散
'jia'wei'xiao'chai'hu'tang 加味小柴胡汤
'jia'wei'xiao'du'yin 加味消毒饮
'jia'wei'xiao'yao'san 加味逍遥散
'jia'wei'xie'bai'san 加味泻白散
'jia'wei'xie'bai'tang 加味泻白汤
'jia'wei'xie'huang'san 加味泻黄散
'jia'wei'xie'xin'tang 加味泻心汤
'jia'wei'xiu'gan'san 加味修肝散
'jia'wei'yang'rong'wan 加味养荣丸
'jia'wei'yang'xin'tang 加味养心汤
'jia'wei'yi'mu'wan 加味益母丸
'jia'wei'zhi'zhu'tang 加味枳术汤
'jia'wei'zhi'zhu'wan 加味枳术丸
'jia'wei'zhu'huang'san 加味珠黄散
'jia'wei'zhu'ye'tang 加味竹叶汤
'jia'wei'zuo'jin'tang 加味左金汤
'jia'xiang 甲香
'jia'yi 甲乙
'jia'yi'jing 甲乙经
'jia'yong'gao'dan'wan'san'fang 家用膏丹丸散方
'jia'yu'gu 甲鱼骨
'jia'zi 甲子
'jian'bi 肩痹
'jian'bu'hu'qian'wan 健步虎潜丸
'jian'bu'wan 健步丸
'jian'cang'zhi'guan 监仓之官
'jian'chou 见愁
'jian'chun'kou 茧唇口
'jian'fang 兼方
'jian'gu'san 健骨散
'jian'hua 兼化
'jian'hua 碱花
'jian'ling'tang 建瓴汤
'jian'luo'ji 兼罗集
'jian'nei'jie'shi'bing 睑内结石病
'jian'pi 健脾
'jian'pi'hua'shi 健脾化湿
'jian'pi'li'shui 健脾利水
'jian'pi'li'shui'sheng'hua'tang 健脾利水生化汤
'jian'pi'qu'chong 健脾驱虫
'jian'pi'san 健脾散
'jian'pi'shu'gan 健脾疏肝
'jian'pi'wan 健脾丸
'jian'pi'yang'wei'tang 健脾养胃汤
'jian'qu 建曲
'jian'shen'zhuang'gong 健身桩功
'jian'tai'zheng 兼胎症
'jian'wang 健忘
'jian'wang'bing 健忘病
'jian'wei 健胃
'jian'xian'chi'lan'bing 睑弦赤烂病
'jian'xing'qi 见形期
'jian'zheng 兼证
'jiang'ban'xia 姜半夏
'jiang'can 僵蚕
'jiang'cao'guo'ren 姜草果仁
'jiang'hou'pu 姜厚朴
'jiang'huang 姜黄
'jiang'huo 降火
'jiang'jun 将军
'jiang'lou'bing 江漏病
'jiang'pi 姜皮
'jiang'qi 降气
'jiang'she 绛舌
'jiang'shui 浆水
'jiang'shui'san 浆水散
'jiang'xiang 降香
'jiang'xin'huo 降心火
'jiang'zhi 姜汁
'jiao'ai'lu'he'tang 胶艾六合汤
'jiao'ai'si'wu'tang 胶艾四物汤
'jiao'ai'tang 胶艾汤
'jiao'ai'wan 胶艾丸
'jiao'cai 胶菜
'jiao'chang'bing 交肠病
'jiao'chuang'bing 椒疮病
'jiao'gong'fan'zhang 角弓反张
'jiao'gu'lan 绞股兰
'jiao'gu'lan 绞股蓝
'jiao'ji 胶剂
'jiao'jian'cao 较剪草
'jiao'li'zi 叫梨子
'jiao'ling'zi 叫铃子
'jiao'liu 胶瘤
'jiao'luan'ji 脚挛急
'jiao'mu 椒目
'jiao'nang 胶囊
'jiao'nang'ji 胶囊剂
'jiao'qi'chong'xin 脚气冲心
'jiao'qi'shui'zhong 脚气水肿
'jiao'quan'tao'zha'zhu'she'fa 胶圈套扎注射法
'jiao'san'xian 焦三仙
'jiao'shan'zha 焦山楂
'jiao'shang'ke'sou 叫伤咳嗽
'jiao'shi'qi'bing 脚湿气病
'jiao'sui'gao 胶髓膏
'jiao'xue 窌穴
'jiao'zheng'wang'pu'zhuang'shang'han'lun'zhu 校正王朴庄伤寒论注
'jiao'zheng'yi'shu'ju 校正医书局
'jiao'zhu'fu'ren'liang'fang 校注妇人良方
'jie'bing 疖病
'jie'chang'pu 节菖蒲
'jie'cou 节凑
'jie'gan 节疳
'jie'geng 桔梗
'jie'geng'bai'san 桔梗白散
'jie'geng'er'chen'tang 桔梗二陈汤
'jie'geng'san 桔梗散
'jie'geng'tang 桔梗汤
'jie'geng'wan 桔梗丸
'jie'geng'xing'ren'jian 桔梗杏仁煎
'jie'geng'yin'zi 桔梗饮子
'jie'geng'zhi'ke'tang 桔梗枳壳汤
'jie'gu'cao 节骨草
'jie'ji 解肌
'jie'jie 节解
'jie'jie'cao 节节草
'jie'jie'hong 节节红
'jie'jie'hua 节节花
'jie'jie'zhu 节节珠
'jie'jing 解痉
'jie'jing'fu 洁净府
'jie'liao 节髎
'jie'lu 解颅
'jie'lu'bing 解颅病
'jie're 解热
'jie'shi'jue 节食诀
'jie'xian'xing 界线型
'jie'xiong 结胸
'jie'yang 结阳
'jie'yin 结阴
'jie'zhai'hua'tan'wan 节斋化痰丸
'jie'zi 芥子
'jin'an'man'ti 紧按慢提
'jin'bi 筋痹
'jin'bing 紧病
'jin'chi 筋弛
'jin'chun 紧唇
'jin'chun'chuang 紧唇疮
'jin'deng'long 锦灯笼
'jin'duan'jin'shang'zheng 筋断筋伤证
'jin'fang 禁方
'jin'fei'cao 金沸草
'jin'fei'cao'san 金沸草散
'jin'feng 噤风
'jin'gan'bing 金疳病
'jin'gao'ji 浸膏剂
'jin'gou'ji 金狗脊
'jin'gu'bu'yong'zheng 筋骨不用证
'jin'gu'cao 筋骨草
'jin'guo'lan 金果榄
'jin'hou 紧喉
'jin'hou'feng 紧喉风
'jin'ji 筋急
'jin'jin'xiang 金锦香
'jin'jing'shi 金精石
'jin'ku'chang'jie'zheng 津枯肠结证
'jin'kui're'jie'zheng 津亏热结证
'jin'lei'zheng'ming 浸泪争明
'jin'lian'hua 金莲花
'jin'ling'zi'san 金铃子散
'jin'liu'bing 筋瘤病
